trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear
6598099,7/31/2015 14:09,7/31/2015 14:44,1886,2120,7,Field Blvd & South Water St,51,Clark St & Randolph St,Customer,,
6410167,7/22/2015 19:53,7/22/2015 20:00,143,436,497,Kimball Ave & Belmont Ave,485,Sawyer Ave & Irving Park Rd,Subscriber,Female,1980.0
6405865,7/22/2015 17:37,7/22/2015 17:50,2281,797,458,Broadway & Thorndale Ave,432,Clark St & Lunt Ave,Subscriber,Male,1965.0
6351382,7/20/2015 8:55,7/20/2015 8:56,2867,74,491,Talman Ave & Addison St,491,Talman Ave & Addison St,Subscriber,Female,1975.0
6549457,7/29/2015 11:33,7/29/2015 11:39,4801,311,41,Federal St & Polk St,36,Franklin St & Jackson Blvd,Subscriber,Male,1987.0
6265358,7/15/2015 21:31,7/15/2015 21:37,4355,326,225,Halsted St & Dickens Ave,340,Clark St & Wrightwood Ave,Subscriber,Male,1989.0
6161170,7/10/2015 23:41,7/11/2015 0:11,544,1807,463,Clark St & Berwyn Ave,451,Sheridan Rd & Loyola Ave,Customer,,
6515658,7/27/2015 17:29,7/27/2015 17:43,3562,824,337,Clark St & Chicago Ave,60,Dayton St & North Ave,Subscriber,Female,1989.0
6272085,7/16/2015 12:08,7/16/2015 12:42,4257,2070,92,Carpenter St & Huron St,84,Union Ave & Grand Ave,Subscriber,Male,1953.0
6004871,7/3/2015 18:52,7/3/2015 19:26,4647,2041,117,Wilton Ave & Belmont Ave,54,Ogden Ave & Chicago Ave,Customer,,
5973888,7/2/2015 15:19,7/2/2015 15:31,3787,737,114,Sheffield Ave & Addison St,249,Montrose Harbor,Subscriber,Male,1970.0
6538424,7/28/2015 18:27,7/28/2015 18:44,3577,1014,284,Michigan Ave & Jackson Blvd,88,May St & Randolph St,Subscriber,Female,1991.0
5990484,7/3/2015 12:38,7/3/2015 12:48,2454,593,332,Halsted St & Diversey Pkwy,144,Larrabee St & Webster Ave,Subscriber,Female,1991.0
6230306,7/14/2015 9:48,7/14/2015 10:00,938,669,176,Clark St & Elm St,236,Sedgwick St & Schiller St,Subscriber,Female,1987.0
6609703,7/31/2015 21:57,7/31/2015 22:07,2596,553,37,Dearborn St & Adams St,56,Desplaines St & Kinzie St,Subscriber,Male,1982.0
6131502,7/9/2015 17:42,7/9/2015 17:55,524,764,286,Franklin St & Quincy St,146,Loomis St & Jackson Blvd,Subscriber,Male,1974.0
6302679,7/18/2015 8:50,7/18/2015 9:02,3791,669,41,Federal St & Polk St,90,Millennium Park,Subscriber,Female,1971.0
6262618,7/15/2015 19:02,7/15/2015 19:18,1548,920,141,Clark St & Lincoln Ave,340,Clark St & Wrightwood Ave,Subscriber,Female,1983.0
6211857,7/13/2015 10:37,7/13/2015 10:42,3695,329,196,Cityfront Plaza Dr & Pioneer Ct,43,Michigan Ave & Washington St,Subscriber,Male,1977.0
6588071,7/31/2015 0:07,7/31/2015 0:13,776,371,60,Dayton St & North Ave,48,Larrabee St & Kingsbury St,Subscriber,Female,1988.0
